case_id,message_id,user_id_original,pais_usuario,country_iso,direction,text_original,language_detected,sentiment_score,sentiment_label,primary_emotion,topics,max_severity,regulatory_flags,escalation_needed_llm,priority_llm,priority_math,priority_final,priority_policy,severe_risk_signals,resolved_override,score_base,score_final,confidence,model_used,tokens_in,tokens_out,latency_ms,cost_usd,analyzed_at,analysis_status
CASE-101,MSG-352,USR-420,Chile,CL,INBOUND,"""Pero si solo he mandado 500 lucas este mes. El mes pasado mandé más.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-101,MSG-353,USR-420,Chile,CL,INBOUND,"""Necesito ampliar el cupo hoy, es para pagar el arriendo de mi mamá.""",es,-0.6,negative,frustration,"account_management, transfers",0.7,consumer_protection,True,p3,,p3,,,,0.675,1.0,0.9,gemini-2.5-flash-lite,3285,307,6586,0.0004513,2026-05-01 14:23:00,ok
CASE-102,MSG-354,USR-711,USA,US,INBOUND,"""The app shows a different balance than my bank statement.""",en,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-102,MSG-355,AGENT-03,USA,US,OUTBOUND,"""Please check if there are any pending transactions or holds.""",en,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-102,MSG-356,USR-711,USA,US,INBOUND,"""There are no pending charges. 50 dollars just disappeared.""",en,-0.7,negative,frustration,account_management,0.6,unauthorized_charge,True,p2,,p2,,,,0.595,0.8925,0.9,gemini-2.5-flash-lite,3239,222,5797,0.0004127,2026-05-01 14:23:06,ok
CASE-103,MSG-357,USR-212,Chile,CL,INBOUND,"""Quiero cambiar mi país de residencia de Chile a México en mi perfil.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-103,MSG-358,AGENT-01,Chile,CL,OUTBOUND,"""Debes cerrar tu cuenta actual y abrir una nueva con tus datos de México.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-103,MSG-359,USR-212,Chile,CL,INBOUND,"""¿Y pierdo todo mi historial de envíos y mis beneficios de referido?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-103,MSG-360,USR-212,Chile,CL,INBOUND,"""Es muy poco práctico, deberían poder migrar la cuenta internamente.""",es,-0.8,very_negative,frustration,account_management,0.7,consumer_protection,True,p3,,p3,,,,0.645,0.9675,0.9,gemini-2.5-flash-lite,3269,269,6420,0.0004345,2026-05-01 14:23:09,ok
CASE-104,MSG-361,USR-504,Brasil,BR,INBOUND,"""A minha selfie não é aceita. O sistema diz que a foto está borrada.""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-104,MSG-362,AGENT-05,Brasil,BR,OUTBOUND,"""Olá, tente limpar a lente da câmera e use um fundo neutro.""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-104,MSG-363,USR-504,Brasil,BR,INBOUND,"""Já tentei com 3 celulares diferentes. O erro é no servidor de vocês.""",pt,-0.7,negative,frustration,kyc_onboarding,0.8,consumer_protection,True,p3,,p3,,,,0.6575,0.9862,0.9,gemini-2.5-flash-lite,3255,203,6202,0.0004067,2026-05-01 14:23:12,ok
CASE-105,MSG-364,USR-132,Colombia,CO,INBOUND,"""Me urge saber si mi giro en efectivo en Colombia ya fue cobrado.""",es,0.2,neutral,neutral,transfers,0.1,,False,p4,,p4,,,,0.035,0.0525,0.9,gemini-2.5-flash-lite,3231,184,12374,0.0003967,2026-05-01 14:23:21,ok
CASE-105,MSG-365,AGENT-02,Colombia,CO,OUTBOUND,"""Hola, el estatus en la app debería cambiar a 'Cobrado' automáticamente.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-106,MSG-366,USR-883,México,MX,INBOUND,"""Un ejecutivo me pidió mi clave por chat para 'desbloquear' mi cuenta.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-106,MSG-367,AGENT-01,México,MX,OUTBOUND,"""¡CUIDADO! Nosotros nunca pedimos claves. ¿Cómo se llama el ejecutivo?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-106,MSG-368,USR-883,México,MX,INBOUND,"""Dijo que se llamaba 'Andrés'. Menos mal sospeché y no se la di.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-106,MSG-369,USR-883,México,MX,INBOUND,"""Les mando el pantallazo para que lo saquen de su equipo o lo denuncien.""",es,0.7,positive,satisfaction,fraud_security,1.0,fraud_suspected,True,p1,,p1,,,,0.615,0.9225,1.0,gemini-2.5-flash-lite,3284,232,9166,0.0004212,2026-05-01 14:23:21,ok
CASE-107,MSG-370,USR-316,Chile,CL,INBOUND,"""Mi tarjeta de madera llegó rallada y el empaque estaba roto.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-107,MSG-371,AGENT-02,Chile,CL,OUTBOUND,"""Lamentamos el inconveniente. Podemos enviarte una reposición gratis.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-107,MSG-372,USR-316,Chile,CL,INBOUND,"""Ok, ¿y cuánto tiempo demora? Porque me voy de viaje en 2 días.""",es,-0.8,very_negative,frustration,cards,0.7,consumer_protection,True,p3,,p3,,,,0.6425,0.9637,0.9,gemini-2.5-flash-lite,3250,258,8497,0.0004282,2026-05-01 14:23:29,ok
CASE-108,MSG-373,USR-413,Perú,PE,INBOUND,"""Solicito un certificado de saldo para presentar en la embajada.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-108,MSG-374,AGENT-04,Perú,PE,OUTBOUND,"""Hola, puedes descargar el estado de cuenta mensual desde la app.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-108,MSG-375,USR-413,Perú,PE,INBOUND,"""Necesito uno que diga el saldo en dólares y con firma digital.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-108,MSG-376,USR-413,Perú,PE,INBOUND,"""El estado de cuenta normal no me lo aceptan para el trámite de visa.""",es,-0.5,negative,frustration,account_management,0.6,consumer_protection,True,p3,,p3,,,,0.565,0.8475,0.95,gemini-2.5-flash-lite,3266,242,25329,0.0004234,2026-05-01 14:23:48,ok
CASE-109,MSG-377,USR-231,Argentina,AR,INBOUND,"""Intenté pagar en un restaurante en Buenos Aires y la tarjeta falló.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-109,MSG-378,AGENT-01,Argentina,AR,OUTBOUND,"""¿Tenías saldo suficiente en pesos argentinos o en dólares?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-109,MSG-379,USR-231,Argentina,AR,INBOUND,"""Tenía en ambos. Salió 'Error de comunicación con el emisor'.""",es,-0.7,negative,frustration,cards,0.8,consumer_protection,True,p2,,p2,,,,0.7225,1.0,0.9,gemini-2.5-flash-lite,3248,267,2237,0.0004316,2026-05-01 14:23:32,ok
CASE-110,MSG-380,USR-521,Colombia,CO,INBOUND,"""Quiero denunciar cobros dobles en mi suscripción de Spotify.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-110,MSG-381,AGENT-03,Colombia,CO,OUTBOUND,"""Debes contactar a Spotify. Nosotros solo procesamos el cobro que ellos lanzan.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-110,MSG-382,USR-521,Colombia,CO,INBOUND,"""Ya hablé con ellos y dicen que es un error de la pasarela de Global.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-110,MSG-383,USR-521,Colombia,CO,INBOUND,"""No quiero que me sigan quitando plata. Bloqueen ese comercio por favor.""",es,-0.8,very_negative,anger,"fees_pricing, transfers",0.8,"consumer_protection, unauthorized_charge",True,p2,,p2,,,,0.74,1.0,0.9,gemini-2.5-flash-lite,3277,308,9270,0.0004509,2026-05-01 14:23:41,ok
CASE-111,MSG-384,USR-123,Venezuela,VE,INBOUND,"""Mi transferencia a Venezuela llegó con menos plata de la que decía.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-111,MSG-385,AGENT-02,Venezuela,VE,OUTBOUND,"""El banco receptor puede cobrar comisiones de red que no manejamos nosotros.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-111,MSG-386,USR-123,Venezuela,VE,INBOUND,"""Pero ustedes garantizan el monto final en la app. Es publicidad engañosa.""",es,-0.7,very_negative,anger,"fees_pricing, other, transfers",0.8,"consumer_protection, unauthorized_charge",True,p3,,p1,,,,0.66,0.99,0.9,gemini-2.5-flash-lite,3249,339,6593,0.0004605,2026-05-01 14:23:48,ok
CASE-112,MSG-387,USR-712,USA,US,INBOUND,"""I can't find the option to download my tax report for 2025.""",en,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-112,MSG-388,AGENT-04,USA,US,OUTBOUND,"""It will be available in the 'Documents' section starting next week.""",en,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-112,MSG-389,USR-712,USA,US,INBOUND,"""I need it now for my accountant. Can you send it via email?""",en,-0.5,negative,frustration,account_management,0.5,,True,p3,,p3,,,,0.2325,0.3488,0.9,gemini-2.5-flash-lite,3252,195,4863,0.0004032,2026-05-01 14:23:52,ok
CASE-113,MSG-390,USR-340,Chile,CL,INBOUND,"""Alguien está intentando entrar a mi cuenta. Me llegan códigos SMS.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-113,MSG-391,AGENT-01,Chile,CL,OUTBOUND,"""Bloquearemos tu acceso temporalmente por seguridad. No compartas el código.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-113,MSG-392,USR-340,Chile,CL,INBOUND,"""No lo he compartido, pero siguen llegando. ¡Tengo miedo por mi saldo!""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-113,MSG-393,USR-340,Chile,CL,INBOUND,"""Por favor, confirmen que mi dinero está a salvo.""",es,-0.9,very_negative,fear,"account_management, fraud_security",1.0,"fraud_suspected, unauthorized_charge",True,p1,,p1,,,,0.8175,1.0,0.95,gemini-2.5-flash-lite,3269,300,14980,0.0004469,2026-05-01 14:24:07,ok
CASE-114,MSG-394,USR-910,México,MX,INBOUND,"""Quiero activar Apple Pay pero mi país no sale en la lista de la app.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-114,MSG-395,AGENT-03,México,MX,OUTBOUND,"""Apple Pay solo está disponible para usuarios con residencia en Chile por ahora.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-114,MSG-396,USR-910,México,MX,INBOUND,"""¿Y para cuándo en México? Todos los bancos aquí ya lo tienen.""",es,-0.1,neutral,frustration,app_stability,0.3,,False,p4,,p4,,,,0.11,0.165,0.9,gemini-2.5-flash-lite,3249,156,14912,0.0003873,2026-05-01 14:24:09,ok
CASE-115,MSG-397,USR-145,Chile,CL,INBOUND,"""Mi tarjeta física nunca llegó a mi departamento en Providencia.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-115,MSG-398,AGENT-01,Chile,CL,OUTBOUND,"""El repartidor dice que no había nadie. ¿Puedes confirmar tu dirección?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-115,MSG-399,USR-145,Chile,CL,INBOUND,"""Estuve todo el día. Quizás se equivocó de torre. Es la Torre B.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-115,MSG-400,USR-145,Chile,CL,INBOUND,"""Díganle que me llame cuando esté abajo y yo bajo a recibirla.""",es,-0.6,negative,frustration,"cards, transfers",0.8,consumer_protection,True,p3,,p3,,,,0.6425,0.9637,0.9,gemini-2.5-flash-lite,3272,273,8361,0.0004364,2026-05-01 14:24:16,ok
CASE-116,MSG-401,USR-526,Colombia,CO,INBOUND,"""Mi cuenta Business fue bloqueada después de recibir un pago de Europa.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-116,MSG-402,AGENT-05,Colombia,CO,OUTBOUND,"""Necesitamos la factura de venta que respalde ese ingreso de 3000 EUR.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-116,MSG-403,USR-526,Colombia,CO,INBOUND,"""Es un servicio de consultoría. ¿Sirve un contrato en inglés?""",es,-0.5,negative,frustration,"account_management, kyc_onboarding",0.8,consumer_protection,True,p2,,p2,,,,0.6875,1.0,0.9,gemini-2.5-flash-lite,3252,269,8644,0.0004328,2026-05-01 14:24:18,ok
CASE-117,MSG-404,USR-112,Perú,PE,INBOUND,"""Quiero denunciar a un agente que me cortó el chat sin resolver nada.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-117,MSG-405,AGENT-01,Perú,PE,OUTBOUND,"""Lo sentimos. ¿Recuerdas el nombre o tienes el número de ticket?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-117,MSG-406,USR-112,Perú,PE,INBOUND,"""Se llamaba 'Kevin'. Me dijo que esperara y luego cerró la sesión.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-117,MSG-407,USR-112,Perú,PE,INBOUND,"""Fue muy grosero. Quiero que escalen esta queja.""",es,-0.8,very_negative,anger,support_quality,0.7,consumer_protection,True,p3,,p3,,,,0.6475,0.9712,0.95,gemini-2.5-flash-lite,3272,233,8854,0.0004204,2026-05-01 14:24:25,ok
CASE-118,MSG-408,USR-241,Brasil,BR,INBOUND,"""O meu cartão foi recusado no Uber hoje de manhã.""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-118,MSG-409,AGENT-05,Brasil,BR,OUTBOUND,"""Olá, verifique se você tem saldo na sua carteira de Reais.""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-118,MSG-410,USR-241,Brasil,BR,INBOUND,"""Tenho saldo, mas o erro diz que o cartão não é aceito neste país.""",pt,-0.6,negative,frustration,cards,0.7,,True,p3,,p3,,,,0.31,0.465,0.9,gemini-2.5-flash-lite,3251,241,4420,0.0004215,2026-05-01 14:24:23,ok
CASE-119,MSG-411,USR-317,Chile,CL,INBOUND,"""Amo la app pero el 'Modo Oscuro' se ve gris, no negro. Es molesto.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-119,MSG-412,AGENT-03,Chile,CL,OUTBOUND,"""Gracias por el feedback. Lo pasaremos al equipo de diseño de UX.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-119,MSG-413,USR-317,Chile,CL,INBOUND,"""Ojalá lo arreglen pronto, por la noche cansa mucho la vista.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-119,MSG-414,USR-317,Chile,CL,INBOUND,"""Especialmente en la pantalla de movimientos.""",es,-0.3,negative,frustration,app_stability,0.1,,False,p4,,p4,,,,0.0825,0.1237,0.9,gemini-2.5-flash-lite,3271,169,9496,0.0003947,2026-05-01 14:24:32,ok
CASE-120,MSG-415,USR-816,México,MX,INBOUND,"""Quiero depositar efectivo en México. ¿En qué OXXO puedo hacerlo?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-120,MSG-416,AGENT-02,México,MX,OUTBOUND,"""No tenemos depósito en efectivo directo en OXXO por ahora.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-120,MSG-417,USR-816,México,MX,INBOUND,"""¿Entonces solo por transferencia? Eso me limita mucho el uso.""",es,-0.5,negative,frustration,"account_management, cash_in_out",0.6,,True,p3,,p3,,,,0.265,0.3975,0.9,gemini-2.5-flash-lite,3246,233,12250,0.0004178,2026-05-01 14:24:37,ok
CASE-121,MSG-418,USR-100,Chile,CL,INBOUND,"""Mi transferencia a España fue rechazada y no me han devuelto el dinero.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-121,MSG-419,AGENT-04,Chile,CL,OUTBOUND,"""El proceso de devolución puede tardar hasta 72 horas hábiles.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-121,MSG-420,USR-100,Chile,CL,INBOUND,"""Ya pasaron 5 días. Mi banco dice que ustedes no han liberado el fondo.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-121,MSG-421,USR-100,Chile,CL,INBOUND,"""Es una suma grande, estoy muy preocupado. Por favor, revisen.""",es,-0.7,negative,frustration,transfers,0.8,consumer_protection,True,p2,,p2,,,,0.7225,1.0,0.95,gemini-2.5-flash-lite,3275,271,7185,0.0004359,2026-05-01 14:24:39,ok
CASE-122,MSG-422,USR-509,Perú,PE,INBOUND,"""Quiero cambiar mi número de teléfono pero perdí el acceso al anterior.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-122,MSG-423,AGENT-01,Perú,PE,OUTBOUND,"""Necesitamos validar tu identidad con una selfie sosteniendo tu ID.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-122,MSG-424,USR-509,Perú,PE,INBOUND,"""Ya la mandé por correo hace dos días y no tengo respuesta.""",es,-0.8,very_negative,frustration,"account_management, kyc_onboarding",0.7,other,True,p3,,p3,,,,0.67,1.0,0.9,gemini-2.5-flash-lite,3245,231,11206,0.0004169,2026-05-01 14:24:48,ok
CASE-123,MSG-425,USR-833,Brasil,BR,INBOUND,"""A minha conta foi bloqueada logo após eu receber o meu salário.""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-123,MSG-426,AGENT-05,Brasil,BR,OUTBOUND,"""Olá, precisamos de um comprovante de renda para liberar o valor.""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-123,MSG-427,USR-833,Brasil,BR,INBOUND,"""Trabalho como freelancer, o que posso enviar como prova?""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-123,MSG-428,USR-833,Brasil,BR,INBOUND,"""Tenho as invoices enviadas para a empresa no exterior.""",pt,-0.7,negative,frustration,kyc_onboarding,0.8,aml_suspected,True,p2,,p2,,,,0.72,1.0,0.9,gemini-2.5-flash-lite,3261,280,9326,0.0004381,2026-05-01 14:24:49,ok
CASE-124,MSG-429,USR-318,Chile,CL,INBOUND,"""Me cobraron una comisión de 'Emisión de tarjeta' y me dijeron que era gratis.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-124,MSG-430,AGENT-02,Chile,CL,OUTBOUND,"""La tarjeta física tiene un costo de envío y personalización.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-124,MSG-431,USR-318,Chile,CL,INBOUND,"""En su publicidad de Instagram decían 'Tarjeta Gratis'. Es engaño.""",es,-0.8,very_negative,anger,"fees_pricing, support_quality",0.5,consumer_protection,True,p3,,p3,,,,0.585,0.8775,0.9,gemini-2.5-flash-lite,3250,217,33934,0.0004118,2026-05-01 14:28:04,ok
CASE-125,MSG-432,USR-713,USA,US,INBOUND,"""I am trying to send money to Venezuela but the app crashes at the end.""",en,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-125,MSG-433,AGENT-03,USA,US,OUTBOUND,"""Make sure you are using the latest version of the app.""",en,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-125,MSG-434,USR-713,USA,US,INBOUND,"""I updated it today. Still the same issue. My family needs the money.""",en,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-125,MSG-435,USR-713,USA,US,INBOUND,"""Is there any alternative way to complete the transfer?""",en,-0.7,negative,frustration,"app_stability, transfers",0.8,,True,p2,,p2,,,,0.42,0.63,0.9,gemini-2.5-flash-lite,3263,223,9888,0.0004155,2026-05-01 14:25:00,ok
CASE-126,MSG-436,USR-213,Chile,CL,INBOUND,"""Alguien cambió mi correo vinculado a la cuenta sin mi permiso.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-126,MSG-437,AGENT-01,Chile,CL,OUTBOUND,"""Bloqueamos tu cuenta de inmediato. No des códigos a nadie.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-126,MSG-438,USR-213,Chile,CL,INBOUND,"""No he dado nada. Me hackearon el mail también. ¡Ayuda!""",es,-0.9,very_negative,fear,fraud_security,1.0,fraud_suspected,True,p1,,p1,,,,0.9175,1.0,0.95,gemini-2.5-flash-lite,3248,296,17818,0.0004432,2026-05-01 14:26:06,ok
CASE-127,MSG-439,USR-522,Colombia,CO,INBOUND,"""Mi transferencia a Argentina no llegó. El banco dice que el CBU es inválido.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-127,MSG-440,AGENT-04,Colombia,CO,OUTBOUND,"""Revisaremos el estatus. El dinero debería volver a tu saldo en 24h.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-127,MSG-441,USR-522,Colombia,CO,INBOUND,"""Puse el CBU que me dio mi amigo. ¿Ustedes lo validan antes de enviar?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-127,MSG-442,USR-522,Colombia,CO,INBOUND,"""Perdí la comisión del envío por un error de dato. No me parece justo.""",es,-0.8,very_negative,frustration,"fees_pricing, transfers",0.8,consumer_protection,True,p3,,p3,,,,0.735,1.0,0.9,gemini-2.5-flash-lite,3285,225,7346,0.0004185,2026-05-01 14:26:14,ok
CASE-128,MSG-443,USR-915,México,MX,INBOUND,"""Quiero felicitar al equipo de soporte, me ayudaron mucho con mi clave.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-128,MSG-444,AGENT-01,México,MX,OUTBOUND,"""¡Muchas gracias! Nos alegra mucho saber que tuvimos un impacto positivo.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-128,MSG-445,USR-915,México,MX,INBOUND,"""Especialmente el agente 'Luis', fue muy paciente.""",es,0.9,very_positive,satisfaction,,0.0,,False,p4,,p4,,,,0.0025,0.0038,0.95,gemini-2.5-flash-lite,3246,159,11058,0.0003882,2026-05-01 14:26:25,ok
CASE-129,MSG-446,USR-124,Chile,CL,INBOUND,"""Mi tarjeta de madera se astilló un poco en el borde.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-129,MSG-447,AGENT-02,Chile,CL,OUTBOUND,"""Es madera real, puede pasar con el tiempo. ¿Deseas una reposición?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-129,MSG-448,USR-124,Chile,CL,INBOUND,"""Solo tiene un mes de uso. Debería ser más resistente.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-129,MSG-449,USR-124,Chile,CL,INBOUND,"""Espero que la nueva no se rompa tan fácil. Me gusta mucho el diseño.""",es,-0.5,negative,frustration,cards,0.3,consumer_protection,True,p3,,p3,,,,0.475,0.7125,0.95,gemini-2.5-flash-lite,3272,234,12491,0.0004208,2026-05-01 14:26:37,ok
CASE-130,MSG-450,USR-331,Perú,PE,INBOUND,"""Solicito el derecho de supresión de mis datos personales.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-130,MSG-451,AGENT-05,Perú,PE,OUTBOUND,"""Podemos procesarlo. Tu cuenta se cerrará definitivamente.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-130,MSG-452,USR-331,Perú,PE,INBOUND,"""Sí, adelante. No quiero tener más relación comercial con ustedes.""",es,-0.9,very_negative,anger,account_management,0.8,data_privacy,True,p3,,p3,,,,0.69,1.0,0.95,gemini-2.5-flash-lite,3241,249,11080,0.0004237,2026-05-01 14:26:48,ok
CASE-131,MSG-453,USR-416,Chile,CL,INBOUND,"""Me llegó un SMS diciendo que mi cuenta fue suspendida. ¿Es real?""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-131,MSG-454,AGENT-01,Chile,CL,OUTBOUND,"""¡CUIDADO! Puede ser phishing. Envíanos una captura del mensaje.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-131,MSG-455,USR-416,Chile,CL,INBOUND,"""Aquí va. El remitente es un número raro de otro país.""",es,-0.5,negative,fear,"fraud_security, other",0.8,fraud_suspected,True,p1,,p1,,,,0.63,0.945,0.9,gemini-2.5-flash-lite,3251,309,9096,0.0004487,2026-05-01 14:26:58,ok
CASE-132,MSG-456,USR-602,Colombia,CO,INBOUND,"""Quiero invertir en acciones pero no me deja comprar fracciones.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-132,MSG-457,AGENT-03,Colombia,CO,OUTBOUND,"""Por ahora solo permitimos compra de acciones completas en Colombia.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-132,MSG-458,USR-602,Colombia,CO,INBOUND,"""¿Y para cuándo habilitan las fracciones? Es mejor para invertir poco.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-132,MSG-459,USR-602,Colombia,CO,INBOUND,"""En otras apps de inversión sí se puede hace tiempo.""",es,-0.5,negative,frustration,"other, transfers",0.3,consumer_protection,True,p3,,p3,,,,0.475,0.7125,0.9,gemini-2.5-flash-lite,3259,277,17038,0.0004367,2026-05-01 14:27:15,ok
CASE-133,MSG-460,USR-113,Chile,CL,INBOUND,"""Mi transferencia a España rebotó y me cobraron 30 USD de multa.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-133,MSG-461,AGENT-04,Chile,CL,OUTBOUND,"""Eso es un cobro del banco receptor por datos bancarios erróneos.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-133,MSG-462,USR-113,Chile,CL,INBOUND,"""Pero si yo puse los datos que me dio el receptor. ¡Es un robo!""",es,-0.8,very_negative,anger,"fees_pricing, transfers",0.8,"consumer_protection, unauthorized_charge",True,p3,,p1,,,,0.6775,1.0,0.95,gemini-2.5-flash-lite,3255,300,12235,0.0004455,2026-05-01 14:27:32,ok
CASE-134,MSG-463,USR-214,México,MX,INBOUND,"""El repartidor me pidió dinero por entregarme la tarjeta.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-134,MSG-464,AGENT-01,México,MX,OUTBOUND,"""No debes pagar nada. El envío es totalmente gratis y cubierto.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-134,MSG-465,USR-214,México,MX,INBOUND,"""Dijo que era por 'seguro de transporte'. No le di nada y se fue.""",es,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-134,MSG-466,USR-214,México,MX,INBOUND,"""Ahora no tengo mi tarjeta y él se llevó el sobre. Ayuda.""",es,-0.8,very_negative,anger,"cards, transfers",0.9,"consumer_protection, fraud_suspected",True,p1,,p1,,,,0.7075,1.0,0.95,gemini-2.5-flash-lite,3269,335,10003,0.0004609,2026-05-01 14:27:42,ok
CASE-135,MSG-467,USR-817,Brasil,BR,INBOUND,"""A função de 'Metas' não me deixa colocar um nome personalizado.""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
CASE-135,MSG-468,AGENT-05,Brasil,BR,OUTBOUND,"""Olá, você pode escolher entre as opções pré-definidas no momento.""",pt,,,,,0.0,,,,,,,,,,,,,,,,0,,not_analyzed
